Text,Speaker,Episode,Season,Show
" Oh boy, I just love to sing!",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Yes, I-I know that you do, but I think one of the reasons people were complaining though, was that they paid to hear the actor sing Old Man River.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Oh, look at us! Who would’ve thought that Cupid had a station at 14th Street Nails. (Does the laugh)",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" (laughs) Okay, we have to talk. I’m just getting out of a very serious relationship…",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" I know! And I’m just getting out of a marriage, I mean talk about meant to be!",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
 Right! I just think that this is happening too soon.,Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Oh, too soon, too schmoon. Face it honey, I am not letting you get away this time.",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" I hear ya. (Pause) But! Unfortunately, my company is transferring me overseas!",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 Oh no! Where to? (Gasps) Too Paris?,Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" No! No! Not, Paris.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
"Too London? No-no, Rome? Vienna? Ooh-ooh, Barcelona?",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Okay, could you just stop talking for a second? (Thinks) Yemen. That’s right, yes, I’m being transferred to Yemen!",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 When?,Janice,Episode-15-The One With All The Rugby,Season-04,Friends
 I don’t know exactly.,Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Ugh, well I will just have to soak up every once of Chandler Bing until that moment comes.",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
 But I do know that it’s some time tomorrow.,Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 (whispering to Ross) Janice.,Phoebe,Episode-15-The One With All The Rugby,Season-04,Friends
" Y’know uh, you didn’t really have to help me pack.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Ohh, well when you said all you were going to be doing between now and the time you leave is packing, you didn’t really leave me much choice. Did you?",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Well, I-I thought I did but, I-I guess I did not!",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Hey-hey, what’s going on?",Joey,Episode-15-The One With All The Rugby,Season-04,Friends
" Oh, I’m packing. Y’know I’m-I’m packing ‘cause I’m moving to Yemen tomorrow.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
(Janice runs into the bedroom.),,Episode-15-The One With All The Rugby,Season-04,Friends
" I’m only going to pretend I’m moving to Yemen, it’s the only way I can get rid off her.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Okay, Chandler, come on!",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" (to Janice) Okay. (to Joey) Joey, trade lives with me!",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" All right, come on look, Ross can take care of himself! It’s not like he’s…Chandler!",Joey,Episode-15-The One With All The Rugby,Season-04,Friends
 (from his bedroom) Thanks!,Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Look, don’t worry about me. Okay? I’ll just stay real energetic and stay away from the ball. I’ll uh, I’ll be that guy right out of the circle. (He points to a player who starts running and then gets viscously tackled from behind.)",Ross,Episode-15-The One With All The Rugby,Season-04,Friends
 Oh!,All,Episode-15-The One With All The Rugby,Season-04,Friends
" The airport, the Yemen Express counter, Chandler is still trying to get rid of Janice.]",[Scene,Episode-15-The One With All The Rugby,Season-04,Friends
" Y’know you, really didn’t have to take me to the airport.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Oh please. Every moment is precious. Y’know? Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends don’t really seem to care too much that you’re leaving.",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Well, we’re really not that close. (Pause) Okay, so I guess this is uh, good-bye then.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" On no! No! It’s not good-bye, I’m not leaving until you get on that plane.",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Okay. Then I guess it’s just, wait here then. (Hands her the sign that says, Wait Here."") (To the ticket agent) Hi. I need one fake ticket to Yemen.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 One ticket to Yemen?,Ticket Counter Attendant,Episode-15-The One With All The Rugby,Season-04,Friends
" Oh no-no-no, no. No, no, no, I just, I just need a pretend ticket.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" I’m sorry sir, I don’t understand.",Ticket Counter Attendant,Episode-15-The One With All The Rugby,Season-04,Friends
 What would you give to a kid if he wanted a ticket to play with?,Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 Are you travelling with a child?,Ticket Counter Attendant,Episode-15-The One With All The Rugby,Season-04,Friends
" No. All right, y’know what, she’s (Points to Janice) gonna think that I’m handing you a credit card, but what I’m really gonna do is hand you a library card.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 What’s the matter? Is something wrong? Do you have to stay?,Janice,Episode-15-The One With All The Rugby,Season-04,Friends
 (to the ticket agent) American Express?,Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 (on the P.A.) This is the final boarding call for Flight 664 to Yemen.,Ticket Counter Attendant,Episode-15-The One With All The Rugby,Season-04,Friends
" Well, I-I guess I gotta go.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Oh, my Bing-a-ling. I’ll wait for you. Do you even know how long you’re going to be gone?",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Well, just until we find an energy source to replace fuel.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
" Oh. Well, I’ll right you everyday. (Reading the address) 15 Yemen Road, Yemen.",Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Okay, good-bye. Good-bye.",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 Chandler?,Janice,Episode-15-The One With All The Rugby,Season-04,Friends
 No!,Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 Chandler!,Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Janice! There you are! There you are! I had to have one last kiss, and also-also you said that you were going to leave right after I got on the plane!",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 No! No! I wanna see you take-off.,Janice,Episode-15-The One With All The Rugby,Season-04,Friends
" Well, I then guess I’m going to Yemen! I’m going to Yemen! (To this old woman also going to Yemen.) When we get to Yemen, can I stay with you?",Chandler,Episode-15-The One With All The Rugby,Season-04,Friends
 God! Ooh! What is that smell? It’s coming from the bathroom. Ooh! (She goes to the bathroom.),Phoebe,Episode-16-The One With The Fake Party,Season-04,Friends
 Wow! Pregnancy does give you some weird cravings.,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" Central Perk, Chandler, Monica, Joey and Rachel are there. Rachel is writing something on a pad, and then crumples it up and throws it on the floor.]",[Scene,Episode-16-The One With The Fake Party,Season-04,Friends
 What are you writing?,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" Well, Joshua’s coming in tomorrow and since I don’t have the guts to ask him out, I’m going to sell him a coat and put this note in the pocket.",Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
" Oh yeah? (He grabs the pad and starts reading it.) Joshua, give me a call sometime, guys like you (Pause) never go out of style—what did you throw away?",Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
(Ross and Emily enter.),,Episode-16-The One With The Fake Party,Season-04,Friends
 Hi guys!,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 Hi guys!,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 Hey!,All,Episode-16-The One With The Fake Party,Season-04,Friends
" Oh, we went to see a collection of Victorian doorknobs and the Cupert-Hewitt museum.",Ross,Episode-16-The One With The Fake Party,Season-04,Friends
 Without me?!,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 Hey that’s what all my relationships are like.,Joey,Episode-16-The One With The Fake Party,Season-04,Friends
" Yes, but in Ross’s case, they both know in two weeks that’s it.",Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 Pheebs!,Ross,Episode-16-The One With The Fake Party,Season-04,Friends
 Hey!,All,Episode-16-The One With The Fake Party,Season-04,Friends
" (angered by the rubbing) Yes! I know! I know! Yeah! So the baby is totally craving meat. This afternoon I tried tricking it, I made it a soy-burger to make it think it was getting meat, y’know? And I got nauseous.",Phoebe,Episode-16-The One With The Fake Party,Season-04,Friends
 Maybe that’s because soy-burgers suck!,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" Oops, sorry. Listen, we-we have to have a party tonight! Actually, we have to have one in five minutes, so everybody cancel your plans.",Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 What are you talking about?,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
"[Cut to later, the party is in full swing. Rachel is in the kitchen and Chandler goes over to talk to her.]",,Episode-16-The One With The Fake Party,Season-04,Friends
 Why are you in here if Joshua is all the way over there? (Points to the living room.),Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" Uhh, because I’m trying to play hard to get. Oh, quick he’s looking over here, say something funny.",Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 Like what?,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 What-what-what is so funny?,Joey,Episode-16-The One With The Fake Party,Season-04,Friends
" I said, ""Like what?""",Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" And lucky means, more cleavage?",Monica,Episode-16-The One With The Fake Party,Season-04,Friends
 Does for me.,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 There was a seen in Footloose...,Joey,Episode-16-The One With The Fake Party,Season-04,Friends
 Flashdance.,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" Yeah-yeah, yeah, with that-that uh, plumber girl…",Joey,Episode-16-The One With The Fake Party,Season-04,Friends
 She was a welder.,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 I’ll go.,Emily,Episode-16-The One With The Fake Party,Season-04,Friends
 Yay!,All,Episode-16-The One With The Fake Party,Season-04,Friends
"(Emily spins the bottle and once again, it lands on Joey.)",,Episode-16-The One With The Fake Party,Season-04,Friends
 What are the odds? What are the odds?,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 Oh my God!! The baby just kicked!,Phoebe,Episode-16-The One With The Fake Party,Season-04,Friends
 Ohh!,All,Episode-16-The One With The Fake Party,Season-04,Friends
" It’s okay! It’s okay! It kicked once, it’ll kick again!",Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 Oh my God!,All,Episode-16-The One With The Fake Party,Season-04,Friends
" Y’know it doesn’t matter how much I’m craving it. Y’know why I’m never gonna eat meat? Because it’s murder, cold blooded murder.",Phoebe,Episode-16-The One With The Fake Party,Season-04,Friends
 Okay.,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
"(He takes a bite out of the sandwich and as he does so, Phoebe attacks the other end and starts devouring the sandwich.)",,Episode-16-The One With The Fake Party,Season-04,Friends
" There’s a Phoebe on my sandwich! (He walks away, giving the sandwich to Phoebe.)",Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" Ohh, yeah, well I wanted to give Emily a big American good-bye cheer. So okay! (Runs into the living room) Ready! Okay! Gimme an ‘E!’",Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 E!,All,Episode-16-The One With The Fake Party,Season-04,Friends
 Gimme an ‘M!’,Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 M!,All,Episode-16-The One With The Fake Party,Season-04,Friends
 Gimme an ‘I!’,Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 I!,All,Episode-16-The One With The Fake Party,Season-04,Friends
 Gimme an ‘L!’,Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 L!,All,Episode-16-The One With The Fake Party,Season-04,Friends
 Gimme a ‘Y!’,Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 Y!,All,Episode-16-The One With The Fake Party,Season-04,Friends
 Hey.,Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
 Hey.,Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
" You’re a pathetic loser, right?",Rachel,Episode-16-The One With The Fake Party,Season-04,Friends
" Oh-ho, yeah!",Chandler,Episode-16-The One With The Fake Party,Season-04,Friends
 (coming in from his bedroom) What is that?,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
 Treeger’s snaking the shower drain.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
"(Joey sits down and changes the channel, and we see two people making out.)",,Episode-17-The One With The Free p0rn,Season-04,Friends
 Hey!,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Whoa! Is this p0rn? What did I do? I must’ve hit something on the remote.,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
 Do we pay for this?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" No, we didn’t even pay our cable bill—maybe this is how they punish us.",Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
 Maybe we shouldn’t pay our phone bill—free phone s*x.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" (coming in from the bathroom) Whoa, hey, that lady’s all kinds of naked.",Mr. Treeger,Episode-17-The One With The Free p0rn,Season-04,Friends
" Yeah, Joey just pressed something on the remote and it just, came on!",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Yeah, it happened to me once. I was just flipping through the channels and bam! It was like finding money.",Mr. Treeger,Episode-17-The One With The Free p0rn,Season-04,Friends
 Like finding money with naked people on it!,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 (stopping her) Oh no-no-no-no!,Joey and Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 We don’t know what could make this go away.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Yeah, so no one touches the remote. And no one touches the TV!",Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
 And no one touches the air around the TV!,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Oh no-no-no! (Monica mutes the TV and they tentatively look behind them),Joey and Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 We still have p0rn.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Ohh, I’m getting too pregnant for this, lugging around a stupid massage table. Y’know, I have to find a job where I carrying a smaller table. (She goes over and stands in front of the TV.)",Phoebe,Episode-17-The One With The Free p0rn,Season-04,Friends
 Or a job where you don’t have to carry a table.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 What’s that song? It has been in my head all day long.,Rachel,Episode-17-The One With The Free p0rn,Season-04,Friends
 It’s the theme from Good Will Humping.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" No, he told me. He prefers to leave certain things to the imagination.",Rachel,Episode-17-The One With The Free p0rn,Season-04,Friends
" Oh-oh, yeah, and did he also say that ah, some of the dialogue was corny and that he actually found it was funny and not sexy?",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Well, Frank has to quit college because his super fertile sister is having three babies! I need to make a lot of money really fast, and I had an idea that I want to talk to you (Points to Chandler) about, ‘cause you work for a big company. Okay, insider trading, what information is there that you can give me.",Phoebe,Episode-17-The One With The Free p0rn,Season-04,Friends
 They don’t really talk to us about that kind of stuff. I can get you some free white out though.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" She said, ""Thank you."" I said, ""I love you."" And she said, ""Thank you.""",Ross,Episode-17-The One With The Free p0rn,Season-04,Friends
" Whoa-whoa, wait a minute, did you say, you love her?",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Then you go to Tokyo.,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
" All right look, forget it, forget it. You told her you love her, it’s over.",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 It is not over! You’re over!,Monica,Episode-17-The One With The Free p0rn,Season-04,Friends
 What?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 You know!,Monica,Episode-17-The One With The Free p0rn,Season-04,Friends
 Okay. (Pause) Good one.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Hey!,Rachel,Episode-17-The One With The Free p0rn,Season-04,Friends
" Hi! Listen, can we watch cartoons on your television? We need a p0rn break. We spent the last two hours watching In & Out & In, Again.",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Well, so, why don’t you just turn it off?",Rachel,Episode-17-The One With The Free p0rn,Season-04,Friends
 Because then we would be the guys who turned off free p0rn.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Oh this, well I’m glad you asked. (She opens the case and removes a knife and an soda can.) Now, don’t you hate it when you have to cut a tin can with an ordinary steak knife? (She efficiently cuts it in half.) Ahh! Now, I know what you’re thinking…",Phoebe,Episode-17-The One With The Free p0rn,Season-04,Friends
 Pregnant Woman Slays Four?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" No-no, I know that, but I just have to make enough money for the second part of my plan.",Phoebe,Episode-17-The One With The Free p0rn,Season-04,Friends
 What’s the second part of your plan?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" I’m not proving anything. Okay, I’m done listening to you. If I hadn’t let you talk me into going to the airport in the first place, I never would’ve put my fist through the wall!",Ross,Episode-17-The One With The Free p0rn,Season-04,Friends
 You put your fist through the wall?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Okay. You know how people need transportation, but they also need massages to help them relax so I just figured we could combine the two, okay, I give the massages and Frank drives! I can fix up the van, bolt the table in the back, and you know what I’ve got?",Phoebe,Episode-17-The One With The Free p0rn,Season-04,Friends
 A place where no one will ever get out alive?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Monica and Rachel's erm, Chandler and Joey's, later that same night. There is a knock on the door and Chandler answers it to reveal Emily standing behind it.]",[Scene,Episode-17-The One With The Free p0rn,Season-04,Friends
 Are we in London?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Monica and Rachel's erm, Chandler and Joey's, Joey is still watching the p0rn as Chandler enters.]",[Scene,Episode-17-The One With The Free p0rn,Season-04,Friends
 Hey.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Hey.,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
" I was just at the bank, and there was this really hot teller, and she didn’t ask me to go do it with her in the vault.",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
" Same kind of thing happened to me! Woman pizza delivery guy come over, gives me the pizza, takes the money, and leaves!",Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
" What, no, ""Nice apartment, I bet the bedrooms are huge?""",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Noo! Nothing!,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
" Y’know what, we have to turn off the p0rn.",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
(Goes over and picks up the remote.),,Episode-17-The One With The Free p0rn,Season-04,Friends
" All right, ready?",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 One.,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
 Two.,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 That’s kinda nice.,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
" Yeah, that’s kinda a relief.",Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
(Pause.),,Episode-17-The One With The Free p0rn,Season-04,Friends
 You wanna see if we still have it?,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
(Chandler turns on the TV and…),,Episode-17-The One With The Free p0rn,Season-04,Friends
 FREE p0rn!!!,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Yeah!!,Joey,Episode-17-The One With The Free p0rn,Season-04,Friends
 We have free p0rn here!!!,Chandler,Episode-17-The One With The Free p0rn,Season-04,Friends
 Hey!,Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Hey! Wow, it is true what they say, pregnant bellies look like a drum.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" (not amused) Ha-ha. (She sits down on the couch.) No, it’s just I’m so pregnant that I—my guitar doesn’t fit anymore. So I thought ‘til I’m not, I’m just gonna play all my songs on this drum. It sounds really cool!",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 All right.,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" (laughs) No. No. No. (Sits down.) Okay, now, see, I wanna name the girl baby Leslie, and Frank wants to name one of the boy babies Frank JR. JR.",Alice,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Wouldn’t that be Frank the III?,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Hey!,Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Hey! Do we have a baby name yet?,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Ugh! No! This is so hard! I went through this whole book (Holds up a book) and found nothing! I want a name that’s really like, y’know strong and confident, y’know? Like-like Exxon.",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Well, it certainly worked for that Valdez kid.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Oh, want a good name, go with Joey. Joey’s your pal. Joey’s your buddy. ""Where is everybody?"" ""Well, they’re hanging out with Joey.""",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Hey, y’know what, if you’re gonna do that, if you’re gonna name him Joey, you should name him Chandler. (Phoebe doesn’t think so.) Oh, come on! Chandler’s funny, sophisticated, and he’s very loveable, once you get to know him.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Oh well, hey, Joey’s loveable too! But the thing about Joey is, if you need him, he’ll be there.",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Well, Chandler will be there for you too. I mean, well, he might be a little late, but-but, he’ll be there. And he’ll bring you some cold soda, if want you need him for is that you’re really hot.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Hey!,Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Hey!,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" So uh, Emily called last night…",Ross,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 And now you’re giving me the message!,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Look, this is just a little too familiar, okay? For like, for like six months before Carol and I spilt up, all I heard was: ""My friend Susan is so smart. My friend Susan is so funny. My friend Susan is so great.""",Ross,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 You actually think that something can happen between Emily and Susan?,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" No, but I’m gonna!",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Hi! Hi! You’re crazy! Okay? This is Emily. Emily is straight.,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Oh! Oh-oh, you gotta pick Joey! I mean, name one famous person named Chandler.",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Raymond Chandler.,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Someone you didn’t make up!,Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Okay, there are no famous Joey’s. Except for, huh, Joey Buttafucco.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Well, how about a compromise then, okay? What if it’s like y’know, Chanoey?",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Okay, look, Joey! Come on, think about it, first of all, he’ll never be President. There’s never gonna be a President Joey.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" All right look man, I didn’t want to bring this up, but Chandler, is the stupidest name I ever heard in my life! It’s not even a name; it’s barely even a word. Okay? It’s kinda like chandelier, but it’s not! All right? It’s a stupid, stupid non-name!",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Wow, you’re, you’re right. I have a horrible, horrible name.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" I’m sorry man, I didn’t—I’m-I’m sorry. I’m sorry. (Goes over and comforts him.)",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Okay.,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Dude, I am sorry about what I said!",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" No, no, you’re right, it is a ridiculous name!",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 It’s not that bad.,Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Yes it is! From now on, I have no first name.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" So, you’re just Bing?",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 I have no name.,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" All right, so, what are we supposed to call you?",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Okay uh, for now, temporarily, you can call me, Clint.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 No way are you cool enough to pull of Clint.,Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Okay, so what name am I cool enough to pull off?",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Umm, Gene.",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 It’s Clint. It’s Clint! (He heads for his bedroom.),Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Bye, Gene.",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 It’s Clint! Clint!,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Drum roll.,Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" (entering) Okay. Okay. All right. Help! Am I a Mark, or a John?",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Nah, you’re not tall enough to be a Mark, but you might make a good Barney.",Joey,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 You’re actually going through with this?,Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Hey, look, this name has been holding me back my entire life. Okay, it’s probably why kids picked on me in school, and why I never do well with women… So, as of 4 o’clock tomorrow, I’m either gonna be Mark Johnson or John Markson.",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" You got problems because of you! Not your name! All right, this has got to stop! Chandler is a great name! In fact—yes, (To Joey) I’m, I’m sorry. I know you really wanted me to name the baby Joey, but eh, so, I’m-I’m, I’m gonna, I’m gonna name the baby Chandler.",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 (pleased) Really?!,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Yeah, but you have to keep the name too!",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Okay. Thanks.,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Okay!,Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 You wanna hug it out?,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Yay!,Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Yay!,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Yay—oh—yay! Okay, I gotta go tell Frank and Alice! Right now!",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
 Okay!,Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Ooh, uh… (She grabs her coat and runs out.)",Phoebe,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
" Bye, Pheebs!",Chandler,Episode-18-The One With Rachel’s New Dress,Season-04,Friends
